strain,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8
1,198,118,208,190,273,147,224,167
1,198,118,208,190,276,87,224,31
1,198,118,208,190,276,87,224,203
1,198,118,208,190,276,87,255,31
1,198,118,208,190,276,87,255,203
1,198,118,208,190,276,122,224,31
2,198,118,208,190,276,122,224,203
1,198,118,208,190,276,122,255,31
2,198,118,208,190,276,122,255,203
1,198,118,208,190,276,183,224,31
2,198,118,208,190,276,183,224,203
1,198,118,208,190,276,183,255,31
2,198,118,208,190,276,183,255,203
1,198,118,208,190,286,87,224,31
1,198,118,208,190,286,87,224,203
1,198,118,208,190,286,87,255,31
2,198,118,208,190,286,87,255,203
1,198,118,208,190,286,122,224,31
2,198,118,208,190,286,122,224,203
1,198,118,208,190,286,122,255,31
2,198,118,208,190,286,122,255,203
1,198,118,208,190,286,183,224,31
2,198,118,208,190,286,183,224,203
1,198,118,208,190,286,183,255,31
2,198,118,208,190,286,183,255,203
1,198,118,208,242,286,87,255,203
1,198,118,227,87,79,69,231,31
1,198,118,228,40,297,87,255,203
1,198,118,228,57,280,163,224,218
1,198,118,228,59,286,184,167,218
1,198,118,228,64,208,67,255,203
1,198,118,228,68,208,163,224,306
1,198,118,228,93,286,163,255,167
1,198,118,228,136,208,245,224,218
1,198,118,228,188,286,69,255,306
1,198,118,251,40,279,133,255,306
1,198,118,251,40,293,133,224,218
2,198,118,251,40,293,133,255,316
2,198,118,251,50,17,122,255,203
1,198,118,251,50,17,122,255,306
1,198,118,251,57,275,128,133,307
2,198,118,251,57,280,157,236,31
1,198,118,251,87,278,183,209,203
2,198,118,251,131,278,163,224,308
1,198,118,251,188,297,68,255,203
1,198,118,251,242,278,175,224,203
1,198,118,254,57,278,157,236,218
1,198,118,254,87,286,183,255,250
1,198,118,254,93,208,133,224,218
1,198,118,254,93,208,245,224,218
1,198,118,254,114,286,245,255,203
1,198,118,254,188,286,69,236,218
1,198,118,254,190,79,87,231,306
1,198,118,254,242,276,175,255,31
1,198,118,261,66,146,23,27,160
3,198,118,261,67,146,197,27,160
1,198,118,261,87,280,175,255,255
1,198,118,261,188,286,125,255,218
1,198,118,261,242,278,175,255,218
3,198,118,261,242,280,175,255,255
1,198,118,261,242,286,175,255,311
1,198,118,261,242,297,183,255,250
1,198,118,275,87,280,68,255,218
1,198,118,275,190,208,84,284,203
1,198,118,275,190,208,87,284,306
1,198,119,23,93,276,67,255,306
1,198,119,23,114,208,67,255,203
1,198,125,50,40,208,133,128,167
1,198,125,50,40,208,184,255,167
12,198,125,142,36,103,133,128,167
34,198,125,142,40,103,133,128,167
3,198,125,142,40,103,133,223,167
1,198,125,142,40,103,133,255,167
1,198,125,142,40,103,183,128,167
1,198,125,142,40,208,133,128,167
1,198,125,142,57,286,157,255,306
1,198,125,142,190,103,87,128,167
1,198,125,195,40,103,87,223,163
1,198,125,195,40,103,87,223,203
21,198,125,195,40,103,133,223,163
1,198,125,195,40,103,133,223,203
2,198,125,195,40,103,184,223,163
1,198,125,195,190,103,87,223,163
1,198,125,195,190,103,87,223,203
1,198,125,195,190,103,133,223,163
1,198,125,195,190,103,133,223,203
1,198,125,196,40,275,129,255,316
1,198,125,196,50,286,122,255,163
1,198,125,196,59,286,184,255,163
1,198,125,196,93,286,163,224,308
1,198,125,196,190,276,87,224,31
1,198,125,196,242,297,69,255,203
1,198,125,208,114,293,245,231,31
1,198,125,228,188,279,69,199,218
1,198,125,228,188,279,147,199,218
1,198,125,228,190,279,69,199,218
1,198,125,228,190,279,147,199,218
1,198,125,251,87,276,87,255,203
1,198,125,251,190,297,87,255,203
1,198,125,254,59,279,184,199,311
1,198,125,254,59,279,184,255,311
1,198,125,254,188,279,84,236,218
2,198,130,102,63,79,24,135,203
1,198,130,102,114,286,245,255,167
1,198,130,102,190,209,216,255,203
2,198,130,207,131,208,157,255,31
1,198,130,208,63,286,216,255,203
1,198,133,23,59,208,184,255,203
1,198,133,102,114,279,245,255,31
1,198,133,102,136,286,67,255,203
1,198,133,141,87,286,87,255,203
2,198,133,208,190,79,216,255,316
1,198,133,208,190,286,87,255,31
2,198,133,208,190,286,87,255,218
1,198,133,227,131,79,87,255,306
1,198,133,228,40,209,163,255,218
1,198,133,261,190,286,87,255,31
1,198,134,6,40,183,133,255,167
1,198,134,6,40,200,133,255,31
1,198,134,6,40,200,133,255,167
1,198,134,6,50,183,67,255,31
1,198,134,6,50,183,67,255,167
1,198,134,6,50,183,67,255,203
1,198,134,6,50,183,122,255,31
1,198,134,6,50,183,122,255,167
1,198,134,6,50,183,122,255,203
1,198,134,6,50,273,67,255,31
1,198,134,6,50,273,67,255,167
1,198,134,6,50,273,67,255,203
1,198,134,6,50,273,122,255,31
1,198,134,6,50,273,122,255,167
1,198,134,6,50,273,122,255,203
1,198,134,6,57,79,67,255,31
1,198,134,6,57,183,157,255,167
1,198,134,6,57,183,157,255,306
1,198,134,6,57,183,157,284,167
1,198,134,6,57,183,157,284,306
1,198,134,6,57,209,157,255,203
1,198,134,6,57,279,157,255,167
1,198,134,6,57,279,157,255,306
1,198,134,6,57,279,157,284,167
1,198,134,6,57,279,157,284,306
1,198,134,6,63,79,87,255,306
1,198,134,6,64,183,157,255,167
1,198,134,6,64,183,157,255,306
1,198,134,6,64,183,157,284,167
1,198,134,6,64,183,157,284,306
1,198,134,6,64,279,157,255,167
1,198,134,6,64,279,157,255,306
1,198,134,6,64,279,157,284,167
1,198,134,6,64,279,157,284,306
1,198,134,6,92,200,157,255,302
1,198,134,6,92,200,163,255,302
1,198,134,6,92,208,163,255,167
1,198,134,6,93,183,146,255,203
1,198,134,6,114,183,67,255,31
1,198,134,6,114,183,67,255,167
1,198,134,6,114,183,67,255,203
1,198,134,6,114,183,122,255,31
1,198,134,6,114,183,122,255,167
1,198,134,6,114,183,122,255,203
1,198,134,6,114,273,67,255,31
1,198,134,6,114,273,67,255,167
1,198,134,6,114,273,67,255,203
1,198,134,6,114,273,122,255,31
1,198,134,6,114,273,122,255,167
1,198,134,6,114,273,122,255,203
1,198,134,6,114,286,67,255,203
1,198,134,6,114,286,245,224,302
1,198,134,6,136,183,157,255,167
1,198,134,6,136,183,157,255,306
1,198,134,6,136,183,157,284,167
1,198,134,6,136,183,157,284,306
1,198,134,6,136,208,157,255,167
1,198,134,6,136,279,157,255,167
1,198,134,6,136,279,157,255,306
1,198,134,6,136,279,157,284,167
1,198,134,6,136,279,157,284,306
1,198,134,6,188,183,163,255,31
1,198,134,6,227,274,87,255,302
1,198,134,6,231,183,67,255,31
1,198,134,6,231,183,67,255,167
1,198,134,6,231,183,67,255,203
1,198,134,6,231,183,122,255,31
1,198,134,6,231,183,122,255,167
1,198,134,6,231,183,122,255,203
1,198,134,6,231,273,67,255,31
1,198,134,6,231,273,67,255,167
1,198,134,6,231,273,67,255,203
1,198,134,6,231,273,122,255,31
1,198,134,6,231,273,122,255,167
1,198,134,6,231,273,122,255,203
5,198,134,23,50,200,122,255,167
1,198,134,23,57,183,157,255,167
1,198,134,23,57,183,157,255,306
1,198,134,23,57,183,157,284,167
1,198,134,23,57,183,157,284,306
1,198,134,23,57,279,157,255,167
1,198,134,23,57,279,157,255,306
1,198,134,23,57,279,157,284,167
1,198,134,23,57,279,157,284,306
1,198,134,23,64,183,157,255,167
1,198,134,23,64,183,157,255,306
1,198,134,23,64,183,157,284,167
1,198,134,23,64,183,157,284,306
1,198,134,23,64,279,157,255,167
1,198,134,23,64,279,157,255,306
1,198,134,23,64,279,157,284,167
1,198,134,23,64,279,157,284,306
1,198,134,23,136,183,157,255,167
1,198,134,23,136,183,157,255,306
1,198,134,23,136,183,157,284,167
1,198,134,23,136,183,157,284,306
2,198,134,23,136,274,67,255,167
1,198,134,23,136,279,157,255,167
1,198,134,23,136,279,157,255,306
1,198,134,23,136,279,157,284,167
1,198,134,23,136,279,157,284,306
1,198,134,23,242,297,175,255,203
1,198,134,27,50,276,87,224,31
1,198,134,27,50,276,87,224,203
1,198,134,27,50,276,87,255,31
1,198,134,27,50,276,87,255,203
1,198,134,27,50,276,122,224,31
1,198,134,27,50,276,122,224,203
1,198,134,27,50,276,122,255,31
1,198,134,27,50,276,122,255,203
1,198,134,27,50,276,183,224,31
1,198,134,27,50,276,183,224,203
1,198,134,27,50,276,183,255,31
1,198,134,27,50,276,183,255,203
1,198,134,27,50,286,87,224,31
1,198,134,27,50,286,87,224,203
1,198,134,27,50,286,87,255,31
1,198,134,27,50,286,87,255,203
1,198,134,27,50,286,122,224,31
1,198,134,27,50,286,122,224,203
1,198,134,27,50,286,122,255,31
1,198,134,27,50,286,122,255,203
1,198,134,27,50,286,183,224,31
1,198,134,27,50,286,183,224,203
1,198,134,27,50,286,183,255,31
1,198,134,27,50,286,183,255,203
1,198,134,27,87,276,87,224,31
1,198,134,27,87,276,87,224,203
1,198,134,27,87,276,87,255,31
1,198,134,27,87,276,87,255,203
1,198,134,27,87,276,122,224,31
1,198,134,27,87,276,122,224,203
1,198,134,27,87,276,122,255,31
1,198,134,27,87,276,122,255,203
1,198,134,27,87,276,183,224,31
1,198,134,27,87,276,183,224,203
1,198,134,27,87,276,183,255,31
1,198,134,27,87,276,183,255,203
5,198,134,27,87,280,68,19,203
1,198,134,27,87,286,87,224,31
1,198,134,27,87,286,87,224,203
1,198,134,27,87,286,87,255,31
1,198,134,27,87,286,87,255,203
1,198,134,27,87,286,122,224,31
1,198,134,27,87,286,122,224,203
1,198,134,27,87,286,122,255,31
1,198,134,27,87,286,122,255,203
1,198,134,27,87,286,183,224,31
1,198,134,27,87,286,183,224,203
2,198,134,27,87,286,183,255,31
1,198,134,27,87,286,183,255,203
1,198,134,27,190,265,87,255,218
1,198,134,27,190,276,87,224,31
1,198,134,27,190,276,87,224,203
1,198,134,27,190,276,87,255,31
1,198,134,27,190,276,87,255,203
1,198,134,27,190,276,122,224,31
1,198,134,27,190,276,122,224,203
1,198,134,27,190,276,122,255,31
1,198,134,27,190,276,122,255,203
1,198,134,27,190,276,183,224,31
1,198,134,27,190,276,183,224,203
1,198,134,27,190,276,183,255,31
1,198,134,27,190,276,183,255,203
1,198,134,27,190,286,87,224,31
1,198,134,27,190,286,87,224,203
1,198,134,27,190,286,87,255,31
1,198,134,27,190,286,87,255,203
1,198,134,27,190,286,122,224,31
1,198,134,27,190,286,122,224,203
1,198,134,27,190,286,122,255,31
1,198,134,27,190,286,122,255,203
1,198,134,27,190,286,183,224,31
1,198,134,27,190,286,183,224,203
1,198,134,27,190,286,183,255,31
1,198,134,27,190,286,183,255,203
1,198,134,50,87,79,216,255,306
1,198,134,102,40,200,163,255,167
1,198,134,102,50,183,67,255,31
1,198,134,102,50,183,67,255,167
1,198,134,102,50,183,67,255,203
1,198,134,102,50,183,122,255,31
2,198,134,102,50,183,122,255,167
1,198,134,102,50,183,122,255,203
1,198,134,102,50,273,67,255,31
1,198,134,102,50,273,67,255,167
1,198,134,102,50,273,67,255,203
1,198,134,102,50,273,122,255,31
1,198,134,102,50,273,122,255,167
1,198,134,102,50,273,122,255,203
1,198,134,102,57,183,84,255,167
1,198,134,102,57,183,157,255,167
1,198,134,102,57,183,157,255,306
1,198,134,102,57,183,157,284,167
1,198,134,102,57,183,157,284,306
1,198,134,102,57,279,157,255,167
1,198,134,102,57,279,157,255,306
1,198,134,102,57,279,157,284,167
1,198,134,102,57,279,157,284,306
1,198,134,102,59,209,184,255,31
1,198,134,102,63,279,122,255,167
1,198,134,102,64,183,157,255,167
1,198,134,102,64,183,157,255,306
1,198,134,102,64,183,157,284,167
1,198,134,102,64,183,157,284,306
1,198,134,102,64,279,157,255,167
1,198,134,102,64,279,157,255,306
1,198,134,102,64,279,157,284,167
1,198,134,102,64,279,157,284,306
1,198,134,102,68,276,245,224,311
1,198,134,102,92,274,163,255,189
1,198,134,102,92,279,163,255,167
1,198,134,102,114,183,67,255,31
1,198,134,102,114,183,67,255,167
1,198,134,102,114,183,67,255,203
1,198,134,102,114,183,122,255,31
1,198,134,102,114,183,122,255,167
1,198,134,102,114,183,122,255,203
1,198,134,102,114,183,245,255,167
1,198,134,102,114,273,67,255,31
1,198,134,102,114,273,67,255,167
1,198,134,102,114,273,67,255,203
1,198,134,102,114,273,122,255,31
1,198,134,102,114,273,122,255,167
1,198,134,102,114,273,122,255,203
1,198,134,102,114,286,67,255,31
1,198,134,102,131,183,146,255,167
1,198,134,102,136,183,84,255,167
1,198,134,102,136,183,157,255,167
1,198,134,102,136,183,157,255,306
1,198,134,102,136,183,157,284,167
1,198,134,102,136,183,157,284,306
1,198,134,102,136,279,157,255,167
1,198,134,102,136,279,157,255,306
1,198,134,102,136,279,157,284,167
1,198,134,102,136,279,157,284,306
4,198,134,102,188,9,216,255,167
1,198,134,102,190,79,87,255,306
1,198,134,102,190,209,87,255,167
1,198,134,102,190,273,87,255,311
1,198,134,102,231,183,67,255,31
1,198,134,102,231,183,67,255,167
1,198,134,102,231,183,67,255,203
1,198,134,102,231,183,122,255,31
1,198,134,102,231,183,122,255,167
1,198,134,102,231,183,122,255,203
1,198,134,102,231,273,67,255,31
1,198,134,102,231,273,67,255,167
1,198,134,102,231,273,67,255,203
1,198,134,102,231,273,122,255,31
1,198,134,102,231,273,122,255,167
1,198,134,102,231,273,122,255,203
1,198,134,137,188,208,67,255,31
1,198,134,137,188,208,67,255,307
1,198,134,137,188,279,67,255,31
1,198,134,137,188,279,67,255,307
1,198,134,141,87,286,68,255,203
1,198,134,141,87,286,68,255,306
1,198,134,141,87,286,87,255,203
1,198,134,141,87,286,87,255,306
1,198,134,141,227,286,68,255,203
1,198,134,141,227,286,68,255,306
1,198,134,141,227,286,87,255,203
1,198,134,141,227,286,87,255,306
1,198,134,149,40,273,129,255,311
2,198,134,149,87,79,245,284,202
1,198,134,149,87,273,175,255,311
1,198,134,149,92,79,163,284,167
1,198,134,149,190,208,87,255,311
1,198,134,149,190,274,87,284,203
1,198,134,195,50,276,87,224,31
1,198,134,195,50,276,87,224,203
1,198,134,195,50,276,87,255,31
1,198,134,195,50,276,87,255,203
1,198,134,195,50,276,122,224,31
1,198,134,195,50,276,122,224,203
1,198,134,195,50,276,122,255,31
1,198,134,195,50,276,122,255,203
1,198,134,195,50,276,183,224,31
1,198,134,195,50,276,183,224,203
1,198,134,195,50,276,183,255,31
1,198,134,195,50,276,183,255,203
1,198,134,195,50,286,87,224,31
1,198,134,195,50,286,87,224,203
1,198,134,195,50,286,87,255,31
1,198,134,195,50,286,87,255,203
1,198,134,195,50,286,122,224,31
1,198,134,195,50,286,122,224,203
1,198,134,195,50,286,122,255,31
1,198,134,195,50,286,122,255,203
1,198,134,195,50,286,183,224,31
1,198,134,195,50,286,183,224,203
1,198,134,195,50,286,183,255,31
1,198,134,195,50,286,183,255,203
1,198,134,195,87,276,87,224,31
1,198,134,195,87,276,87,224,203
1,198,134,195,87,276,87,255,31
1,198,134,195,87,276,87,255,203
1,198,134,195,87,276,122,224,31
1,198,134,195,87,276,122,224,203
1,198,134,195,87,276,122,255,31
1,198,134,195,87,276,122,255,203
1,198,134,195,87,276,183,224,31
1,198,134,195,87,276,183,224,203
1,198,134,195,87,276,183,255,31
1,198,134,195,87,276,183,255,203
1,198,134,195,87,286,87,224,31
1,198,134,195,87,286,87,224,203
1,198,134,195,87,286,87,255,31
1,198,134,195,87,286,87,255,203
1,198,134,195,87,286,122,224,31
1,198,134,195,87,286,122,224,203
1,198,134,195,87,286,122,255,31
1,198,134,195,87,286,122,255,203
1,198,134,195,87,286,183,224,31
1,198,134,195,87,286,183,224,203
1,198,134,195,87,286,183,255,31
1,198,134,195,87,286,183,255,203
1,198,134,195,190,276,87,224,31
1,198,134,195,190,276,87,224,203
1,198,134,195,190,276,87,255,31
1,198,134,195,190,276,87,255,203
1,198,134,195,190,276,122,224,31
1,198,134,195,190,276,122,224,203
1,198,134,195,190,276,122,255,31
1,198,134,195,190,276,122,255,203
1,198,134,195,190,276,183,224,31
1,198,134,195,190,276,183,224,203
1,198,134,195,190,276,183,255,31
1,198,134,195,190,276,183,255,203
1,198,134,195,190,286,87,224,31
1,198,134,195,190,286,87,224,203
1,198,134,195,190,286,87,255,31
1,198,134,195,190,286,87,255,203
1,198,134,195,190,286,122,224,31
1,198,134,195,190,286,122,224,203
1,198,134,195,190,286,122,255,31
1,198,134,195,190,286,122,255,203
1,198,134,195,190,286,183,224,31
1,198,134,195,190,286,183,224,203
1,198,134,195,190,286,183,255,31
1,198,134,195,190,286,183,255,203
1,198,134,196,40,208,133,255,167
2,198,134,196,188,293,84,133,307
1,198,134,196,190,208,69,255,311
1,198,134,207,87,279,69,255,31
12,198,134,207,92,208,163,231,306
1,198,134,207,114,208,69,255,167
2,198,134,207,190,208,87,284,31
1,198,134,208,40,292,133,255,177
1,198,134,208,50,276,87,224,31
1,198,134,208,50,276,87,224,203
1,198,134,208,50,276,87,255,31
1,198,134,208,50,276,87,255,203
1,198,134,208,50,276,122,224,31
1,198,134,208,50,276,122,224,203
1,198,134,208,50,276,122,255,31
1,198,134,208,50,276,122,255,203
1,198,134,208,50,276,183,224,31
1,198,134,208,50,276,183,224,203
1,198,134,208,50,276,183,255,31
1,198,134,208,50,276,183,255,203
1,198,134,208,50,286,87,224,31
1,198,134,208,50,286,87,224,203
1,198,134,208,50,286,87,255,31
1,198,134,208,50,286,87,255,203
1,198,134,208,50,286,122,224,31
1,198,134,208,50,286,122,224,203
1,198,134,208,50,286,122,255,31
1,198,134,208,50,286,122,255,203
1,198,134,208,50,286,183,224,31
1,198,134,208,50,286,183,224,203
1,198,134,208,50,286,183,255,31
1,198,134,208,50,286,183,255,203
1,198,134,208,57,200,157,255,203
1,198,134,208,57,273,157,284,311
1,198,134,208,64,208,169,255,167
1,198,134,208,87,276,87,224,31
1,198,134,208,87,276,87,224,203
1,198,134,208,87,276,87,255,31
1,198,134,208,87,276,87,255,203
1,198,134,208,87,276,122,224,31
1,198,134,208,87,276,122,224,203
1,198,134,208,87,276,122,255,31
1,198,134,208,87,276,122,255,203
1,198,134,208,87,276,183,224,31
1,198,134,208,87,276,183,224,203
1,198,134,208,87,276,183,255,31
1,198,134,208,87,276,183,255,203
1,198,134,208,87,286,87,224,31
1,198,134,208,87,286,87,224,203
1,198,134,208,87,286,87,255,31
1,198,134,208,87,286,87,255,203
1,198,134,208,87,286,122,224,31
1,198,134,208,87,286,122,224,203
1,198,134,208,87,286,122,255,31
1,198,134,208,87,286,122,255,203
1,198,134,208,87,286,183,224,31
1,198,134,208,87,286,183,224,203
1,198,134,208,87,286,183,255,31
1,198,134,208,87,286,183,255,203
1,198,134,208,92,187,163,255,203
1,198,134,208,92,208,163,255,167
1,198,134,208,93,200,146,255,306
2,198,134,208,93,273,163,284,311
1,198,134,208,188,209,24,255,203
1,198,134,208,188,209,216,255,203
1,198,134,208,190,208,69,255,311
1,198,134,208,190,273,69,255,31
1,198,134,208,190,276,87,224,31
1,198,134,208,190,276,87,224,203
1,198,134,208,190,276,87,255,31
1,198,134,208,190,276,87,255,203
1,198,134,208,190,276,122,224,31
1,198,134,208,190,276,122,224,203
1,198,134,208,190,276,122,255,31
1,198,134,208,190,276,122,255,203
1,198,134,208,190,276,183,224,31
1,198,134,208,190,276,183,224,203
1,198,134,208,190,276,183,255,31
1,198,134,208,190,276,183,255,203
1,198,134,208,190,286,87,224,31
1,198,134,208,190,286,87,224,203
1,198,134,208,190,286,87,255,31
1,198,134,208,190,286,87,255,203
1,198,134,208,190,286,122,224,31
1,198,134,208,190,286,122,224,203
1,198,134,208,190,286,122,255,31
1,198,134,208,190,286,122,255,203
1,198,134,208,190,286,183,224,31
1,198,134,208,190,286,183,224,203
1,198,134,208,190,286,183,255,31
1,198,134,208,190,286,183,255,203
1,198,134,228,190,208,87,255,167
1,198,134,228,190,208,87,255,203
2,198,134,234,136,208,157,255,167
2,198,134,234,136,279,157,255,167
1,198,134,234,188,209,24,255,203
1,198,134,234,188,209,216,255,203
1,198,134,251,59,208,184,255,203
2,198,134,251,68,278,245,255,255
2,198,134,251,190,278,87,284,255
2,198,134,254,57,79,157,255,167
1,198,134,254,114,279,122,255,203
1,198,134,254,131,286,163,245,31
1,198,134,254,190,79,87,255,303
1,198,134,254,190,79,245,255,303
3,198,134,254,190,187,87,255,303
2,198,134,254,190,187,245,255,218
1,198,134,254,190,187,245,255,303
1,198,134,254,190,279,147,255,316
3,198,134,261,59,297,184,275,306
1,198,134,261,87,208,175,255,311
1,198,134,261,114,208,175,255,255
3,198,134,261,114,274,255,255,203
10,198,134,261,131,286,163,245,203
5,198,134,261,131,286,163,245,218
3,198,134,261,131,286,163,255,218
1,198,134,261,131,297,184,275,306
1,198,134,261,242,276,175,317,203
1,198,134,261,242,278,175,317,308
1,198,134,275,50,280,184,255,31
1,198,134,275,64,286,67,255,306
1,198,203,196,93,286,163,255,203
5,198,203,208,93,286,163,255,218
2,198,203,251,131,286,163,224,312
1,198,209,50,190,278,175,236,203
1,198,209,137,136,286,67,255,218
1,198,209,181,87,286,163,224,203
1,198,209,195,40,266,67,284,286
2,198,209,195,40,266,69,272,286
1,198,209,195,57,266,67,284,286
1,198,209,195,57,266,133,272,286
1,198,209,196,190,286,87,255,316
10,198,209,228,59,286,184,255,218
1,198,209,228,136,286,67,255,203
1,198,209,258,57,293,163,228,203
2,198,209,275,190,286,87,224,316
1,198,213,102,190,279,69,224,31
1,198,213,207,40,208,133,255,306
1,198,213,208,87,13,69,255,189
1,198,213,208,87,13,69,255,203
1,198,213,208,87,13,87,255,189
1,198,213,208,87,13,87,255,203
1,198,213,208,190,278,87,255,189
1,198,213,227,68,278,87,224,189
1,198,213,227,68,278,87,224,191
1,198,213,227,68,278,245,224,189
1,198,213,227,68,278,245,224,191
1,198,213,227,68,286,87,224,189
1,198,213,227,68,286,87,224,191
1,198,213,227,68,286,245,224,189
1,198,213,227,68,286,245,224,191
1,198,213,227,188,278,87,224,189
1,198,213,227,188,278,87,224,191
